spid,mbid,wdid
278ZYwGhdK6QTzE3MFePnP,1f5ff245-2837-4d4a-a609-e93e544478c3,http://www.wikidata.org/entity/Q390684
76gauxdapMkInaQG5fl2Xv,961e5f55-cfe5-4605-965d-028a40242e7e,http://www.wikidata.org/entity/Q395327
3MXhtYDNuzQQmLfOKFgPiI,bb94bbf5-b2b3-4a5a-bcab-7ba8b60cccea,http://www.wikidata.org/entity/Q433592
2IEKeKb1fuxvjRarqgrAfL,7d297c6a-fc8f-4697-bfe8-944bca09de24,http://www.wikidata.org/entity/Q434129
5ObbaBngzeCaYSO0m78Z0b,13e8a48e-7784-4035-9b5c-7a60b71ee450,http://www.wikidata.org/entity/Q273661
2EgONoO8gQPmF5bh4IxxPD,6ccbe964-a897-4da8-8d44-1be62d1ec87e,http://www.wikidata.org/entity/Q6099989
6gNgdxl7YIeei3xwqRnSWK,a78bca44-6e49-42a9-8849-630a1dd74ad9,http://www.wikidata.org/entity/Q6101984
2w2GfBUMfGJVO6aH7uVjOK,d64b34d3-f872-4481-af66-7b3f3e92501a,http://www.wikidata.org/entity/Q6120762
4BcOHdtzeyl8hX3zUId6hZ,b79d4531-5c4a-4792-93e1-ae1834024ab1,http://www.wikidata.org/entity/Q6169197
25THA9HUHoxpCT4LBp7UsZ,fcb476f9-d17f-4058-ab30-520e590df076,http://www.wikidata.org/entity/Q2474993
3RFtkhjov7AzRmQWlcBt8i,8b71196c-3c09-4568-a620-e42e473cb935,http://www.wikidata.org/entity/Q2476634
4d1977DWQvXiLxDq1NWfjY,7b54c44b-160e-4825-86da-edb7644dfd32,http://www.wikidata.org/entity/Q2507476
48oiffaUrQHZXzfvr5aO1L,a0ac9492-36ec-44c9-8583-5d7ff988f6c6,http://www.wikidata.org/entity/Q2525554
3gd8FJtBJtkRxdfbTu19U2,c44e9c22-ef82-4a77-9bcd-af6c958446d6,http://www.wikidata.org/entity/Q953918
34QmjZnTqFPKOTDf86iJfS,d963ccd3-e25a-4d81-a4c2-68dbcc62ecd5,http://www.wikidata.org/entity/Q955559
1e5nxeHvABiwpD6UG5J21f,f7c73cda-e001-479f-accf-d9e7344e54b9,http://www.wikidata.org/entity/Q957207
0SkumaAJaEXnKpKOAFUlEt,c5580d60-e5c0-49ae-a31f-e1f1dd70be0f,http://www.wikidata.org/entity/Q961443
2nHvZYEGYyRXBqsXbwsZ0R,1a686bba-0905-45cd-a14b-cec6d09c31f6,http://www.wikidata.org/entity/Q961575
2P4WZXmfRElYOb22yV1DIW,1a686bba-0905-45cd-a14b-cec6d09c31f6,http://www.wikidata.org/entity/Q961575
0Artcj84fSLUN93JectewP,17987101-f6c0-49e0-879e-fb3817fc8cbf,http://www.wikidata.org/entity/Q963107
6ZjFtWeHP9XN7FeKSUe80S,2437980f-513a-44fc-80f1-b90d9d7fcf8f,http://www.wikidata.org/entity/Q72984
3LVPGE5jPPwtbGslx07YR0,7c340ac5-6eda-4981-91d6-d5b1f4d1bbbf,http://www.wikidata.org/entity/Q74309
5d9PdhcsOsXj0GIM857nvE,4c03129a-8d3f-464c-90a8-418ed6bfcd00,http://www.wikidata.org/entity/Q78957
2uFUBdaVGtyMqckSeCl0Qj,fa34b363-79df-434f-a5b8-be4e6898543f,http://www.wikidata.org/entity/Q83182
